run_id,run_timestamp,root_seed,trial_seed,trial,method,n_points,pairs,min_plane,min_sphere,min_delta,mean_delta,median_delta,viol_plane_lt_sphere,num_overlappings
02_100,2026-04-13T09:35:29,1776087329233064000,4563026365552976226,25,dfs,100,4851,1.001462433480491,0.999999999761839,0.0012019554960422951,652.6967375040381,137.7586331334115,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,4563026365552976226,25,bfs,100,4851,1.0010141547769615,0.9999999996393028,0.0010141551118543202,223.902025786864,75.56512762387396,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,4563026365552976226,25,shortest_paths,100,4851,1.0005158582732667,0.9999999998327571,0.0005158583072246703,324.6295547794767,34.373140525402476,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,7331693712600389159,26,dfs,100,4851,1.0163630396557766,0.999998516024731,0.016363039302258686,470.2334017547238,134.46767296798657,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,7331693712600389159,26,bfs,100,4851,1.0064745854839374,0.999998516024731,0.006474585130419541,127.36176800480422,50.4373166601745,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,7331693712600389159,26,shortest_paths,100,4851,1.0040822321673788,0.999998516024731,0.00408223219762105,146.00265669347908,29.10104804227317,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,8817862508112031568,27,dfs,100,4851,1.0037365921920056,0.999999847757057,-7.119281900378791,331.0774255743457,117.31832590749299,2,0
02_100,2026-04-13T09:35:29,1776087329233064000,8817862508112031568,27,bfs,100,4851,1.0100155872570022,0.9999998897728469,0.010015587098104684,141.44094163405697,49.05649216031989,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,8817862508112031568,27,shortest_paths,100,4851,1.0032968883100564,0.9999998645425974,0.0032968881511588055,168.23839546076957,43.2111177590226,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,7464773413390891338,28,dfs,100,4851,1.0059817603669454,0.9999999165878871,0.005981649994599936,469.5255341194608,125.72896623564272,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,7464773413390891338,28,bfs,100,4851,1.0059817603669454,0.9999999165878871,0.005981649994599936,160.15162401399414,46.17090592997392,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,7464773413390891338,28,shortest_paths,100,4851,1.00425207792691,0.9999999856472311,0.004252077776425889,159.55713019392337,38.90942918832816,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,7552718901814528842,29,dfs,100,4851,1.0055692949237167,0.9999999998997333,0.005569294893331467,347.06068773359505,80.63377758016415,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,7552718901814528842,29,bfs,100,4851,1.004933795035997,0.9999999998997333,0.004933794962154181,148.45000436092158,46.95063967672103,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,7552718901814528842,29,shortest_paths,100,4851,1.0022079554323342,0.9999999998997333,0.0022079555311528276,194.00504930769662,38.775807329112745,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,2262666935897054269,30,dfs,100,4851,1.008778688746842,0.9999998489636505,0.008778839783191494,504.15198900058857,153.89766283626804,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,2262666935897054269,30,bfs,100,4851,1.0109355085372687,0.9999998489636505,0.010935659573618195,176.9038758816534,47.29972144421027,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,2262666935897054269,30,shortest_paths,100,4851,1.0047439436754015,0.9999998973134223,0.004743943650004523,164.87695999754527,35.24024664684288,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,8237632589510657207,31,dfs,100,4851,1.0012802938416505,0.999999228898253,0.0012787037297847803,1051.7752664339775,113.36597330652408,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,8237632589510657207,31,bfs,100,4851,1.002763363369162,0.999999228898253,0.0027633634210654234,286.8470844517013,55.452776403290315,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,8237632589510657207,31,shortest_paths,100,4851,1.0001639969878962,0.999999228898253,0.00016369861606846392,410.63783741887136,40.519841632564386,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,6680797872839345367,32,dfs,100,4851,1.0015643710755817,0.9999945070745762,0.0015643611744275976,389.47016362950995,104.54754410690354,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,6680797872839345367,32,bfs,100,4851,1.0156087638088593,0.9999945070745762,0.015608928771367103,413.27597757901793,56.14230109378617,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,6680797872839345367,32,shortest_paths,100,4851,1.0003063798215286,0.9999945070745762,0.00030396851730851715,271.6985705291485,40.81223346306841,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,8806717965522986487,33,dfs,100,4851,1.0035881593982956,0.9999999982687566,0.003588159438167038,414.9422383447223,103.5413513531994,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,8806717965522986487,33,bfs,100,4851,1.0113416709932281,0.9999999982687566,0.011341672227921373,201.19727607519272,49.64374233931322,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,8806717965522986487,33,shortest_paths,100,4851,1.002541234475626,0.9999999982687566,0.0025412345629747257,177.32626623683123,46.05550240659821,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,474682105328479201,34,dfs,100,4851,1.0057003131974676,0.9999999999190984,0.005700313208725549,264.87792379626114,86.39161628867899,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,474682105328479201,34,bfs,100,4851,1.0111711709724174,0.9999999999190984,0.011171170983675371,131.86567358829473,49.84419403211085,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,474682105328479201,34,shortest_paths,100,4851,1.0039564444149691,0.9999999999465112,0.003956444415706861,147.94240235597715,34.205046288753415,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,5339505635527158301,35,dfs,100,4851,1.0034844506146199,0.9999979130127415,0.003484452575087449,417.4383241481989,107.40366234042926,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,5339505635527158301,35,bfs,100,4851,1.003484450614622,0.9999979130127415,0.0034844525750896693,269.3534711023137,57.36508082865927,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,5339505635527158301,35,shortest_paths,100,4851,1.0006003314343084,0.9999996241409174,0.000591918682967929,253.19587673589984,32.94245910887675,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,3831639001656739402,36,dfs,100,4851,1.0088298428760103,0.9999999996780169,0.008829842872448035,442.4951312078819,100.67035509955355,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,3831639001656739402,36,bfs,100,4851,1.009776071129983,0.9999999996780169,0.009776071153266175,159.9329162471039,51.421341882189694,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,3831639001656739402,36,shortest_paths,100,4851,1.0027163908625971,0.9999999997982675,0.0027163845694124777,223.77413483024546,48.63427887605616,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,1943199817447514526,37,dfs,100,4851,1.008962832288447,0.9999999987634995,0.008962833524947422,385.34730751477105,108.62502119617615,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,1943199817447514526,37,bfs,100,4851,1.0101740508955792,0.9999999848253982,0.010174050543033442,132.11406589518262,44.241173531024245,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,1943199817447514526,37,shortest_paths,100,4851,1.0026153068987875,0.9999999993773969,0.002615307201961903,160.51585885246365,38.94977409855519,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,5145202697975114560,38,dfs,100,4851,1.0212480896352372,0.999999995413367,0.017356818675987817,237.33938512936945,91.46427577655805,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,5145202697975114560,38,bfs,100,4851,1.0206893095482537,0.9999999893528833,0.02068930954896353,103.2562458178344,44.516934918421086,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,5145202697975114560,38,shortest_paths,100,4851,1.007097443076885,0.999999995413367,0.007097443676389648,132.3849888673707,36.41242470592604,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,2233581276656540805,39,dfs,100,4851,1.0053901773738623,0.9999999998945924,0.005389819167206822,308.2317952199996,88.33599166039002,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,2233581276656540805,39,bfs,100,4851,1.0072880601596208,0.9999999998945924,0.007288060164763133,160.8641097063825,51.328096074736536,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,2233581276656540805,39,shortest_paths,100,4851,1.0053573331837813,0.999999913559555,0.005357333187502311,184.15161011011773,54.91207340741259,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,3637515949973845542,40,dfs,100,4851,1.0185021811543442,0.999999999973858,0.018502181154407937,502.25980223762764,122.393486513941,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,3637515949973845542,40,bfs,100,4851,1.0094729232858641,0.999999999973858,0.009472923094032693,176.73135507846047,42.77828454286081,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,3637515949973845542,40,shortest_paths,100,4851,1.0014068808040284,0.9999999999900043,0.0014068806722102867,140.26306882397333,34.95222081745654,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,258959994408250760,41,dfs,100,4851,1.0048567170390306,0.9999999999547609,0.004856717041050507,255.47850767070477,91.83271044431667,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,258959994408250760,41,bfs,100,4851,1.0082836073183101,0.9999999999547609,0.008283607320330066,125.28161333930777,51.8942050415491,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,258959994408250760,41,shortest_paths,100,4851,1.0033561660092583,0.9999999999658479,0.0033561659748135853,138.86844499532452,31.252490308033856,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,4832706583649773610,42,dfs,100,4851,1.006427885411569,0.9999999999406796,0.006427885426938507,333.40352505387983,72.62402519897377,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,4832706583649773610,42,bfs,100,4851,1.0061518287943703,0.9999999999406796,0.0061518287900266255,186.88093545299375,53.08772376764143,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,4832706583649773610,42,shortest_paths,100,4851,1.0027339638533228,0.9999999999889773,0.0027339638556528323,199.56993953499747,31.50585542761008,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,1528734267512675571,43,dfs,100,4851,1.008719405616279,0.9999983813958577,-0.7743515952734974,298.38291018965566,93.103121233269,1,0
02_100,2026-04-13T09:35:29,1776087329233064000,1528734267512675571,43,bfs,100,4851,1.0086634598149806,0.999999653662972,0.00866345947374425,141.39523777968117,45.83630734768515,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,1528734267512675571,43,shortest_paths,100,4851,1.002522170463049,0.9999983813958577,0.002522170045696104,174.01408875586552,38.69148621331033,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,1533920938504723728,44,dfs,100,4851,1.0148478166084336,0.9999999813243551,-0.2928870587599386,251.06874206572408,84.14662361332464,2,0
02_100,2026-04-13T09:35:29,1776087329233064000,1533920938504723728,44,bfs,100,4851,1.015478943636522,0.9999999813243551,0.015478943819107305,151.82205119139488,51.275942236736256,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,1533920938504723728,44,shortest_paths,100,4851,1.0027672150602638,0.999999988143949,0.0027672150730627676,143.53004174980575,36.73930648911847,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,4464132013990996363,45,dfs,100,4851,1.0056147008798468,0.9999999923401105,0.005614700811634732,391.56475357897517,81.2889473640733,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,4464132013990996363,45,bfs,100,4851,1.0056147008798622,0.9999999923401105,0.005614700811650053,180.1823938079305,60.752204739175,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,4464132013990996363,45,shortest_paths,100,4851,1.001500947179491,0.9999999949229794,0.0015009471666020957,227.1483620354319,33.058160827626665,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,4475881895915246071,46,dfs,100,4851,1.0011964247258474,0.9999999988740659,0.001196411464418956,570.2093026845756,132.2864411170503,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,4475881895915246071,46,bfs,100,4851,1.0078002812629516,0.9999999795726168,0.0078002310549682985,326.8336439183309,64.90376116660487,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,4475881895915246071,46,shortest_paths,100,4851,1.0003964564183223,0.9999999795726168,0.00039640621033898427,252.6652896973369,31.484723711126406,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,5026438453662199465,47,dfs,100,4851,1.0052563512623425,0.9999993121137131,0.005249691573382398,200.28662917227953,68.21822973135502,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,5026438453662199465,47,bfs,100,4851,1.0094247983170026,0.9999993121137131,0.009423520376855121,164.2287952570745,49.1441309893561,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,5026438453662199465,47,shortest_paths,100,4851,1.0036928950667714,0.9999996695883812,0.0036906346695912973,136.15182304090894,28.302909226311485,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,1443609169248067120,48,dfs,100,4851,1.0048340201271506,0.9999997051631361,0.004834020130650152,328.9691101590726,99.41110199569847,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,1443609169248067120,48,bfs,100,4851,1.010314732479395,0.9999997051631361,0.010314732479278277,161.15698727795623,51.958126610152505,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,1443609169248067120,48,shortest_paths,100,4851,1.003146266903718,0.9999999919741751,0.003146266907317563,150.17071372464127,34.87003809165651,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,1108267391657467272,49,dfs,100,4851,1.005247310747341,0.9999999999330045,0.005247310651173898,514.9199144726653,116.40828234845927,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,1108267391657467272,49,bfs,100,4851,1.0150631142698499,0.9999999998000496,0.015063114150009493,149.44178779733667,52.837563022219,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,1108267391657467272,49,shortest_paths,100,4851,1.0022723940998126,0.9999999999057043,0.0022723937677517903,172.01757476775666,31.90821090701485,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,6387021695898761537,50,dfs,100,4851,1.0092583413760157,0.9999999998188865,0.00925834143032711,642.503986618271,130.88291234161244,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,6387021695898761537,50,bfs,100,4851,1.0023273204907697,0.9999999998521562,0.002327320638613517,200.67561848784854,49.263232924742724,0,0
02_100,2026-04-13T09:35:29,1776087329233064000,6387021695898761537,50,shortest_paths,100,4851,1.0017407184849965,0.9999999998941427,0.0017407185908537848,190.6310322306798,34.27319536927501,0,0
